item_id,post_id,actual_topic,text_no_stopwords,model,dominant_latent_topic,dominant_topic_probability,latent_topic_0_prob,latent_topic_1_prob,latent_topic_2_prob,latent_topic_3_prob
232,38245544,Artificial Intelligence,openai does monopoly large language models,lda,2,0.873467,0.041955,0.04167,0.873467,0.042909
233,38110552,Artificial Intelligence,birth ai llm large language models,lda,2,0.874769,0.041791,0.04167,0.874769,0.04177
234,37924839,Artificial Intelligence,course llama derived llm large language model,lda,2,0.89206,0.036491,0.035723,0.89206,0.035726
235,38777114,Artificial Intelligence,huh sounds exactly like machine learning overfitting vs generalization,lda,2,0.90408,0.032745,0.031577,0.90408,0.031597
236,38730978,Artificial Intelligence,fusion reactors zero knowledge proofs machine learning,lda,2,0.848216,0.050946,0.050821,0.848216,0.050017
237,38678813,Artificial Intelligence,machine learning fluid dynamics playlist steve brunton,lda,2,0.567237,0.062529,0.062534,0.567237,0.3077
238,38585936,Artificial Intelligence,aren current machine learning approaches statistical approaches using bayesian estimation,lda,2,0.50807,0.035945,0.035731,0.50807,0.420254
239,38585640,Artificial Intelligence,like think good game machine learning,lda,2,0.669434,0.257713,0.036326,0.669434,0.036527
240,37720359,Artificial Intelligence,thats probably chatgpt pretty good,lda,2,0.843666,0.050005,0.050433,0.843666,0.055896
241,37718524,Artificial Intelligence,reason chatgpt disrupt google search,lda,3,0.867068,0.04198,0.042772,0.04818,0.867068
242,37712585,Artificial Intelligence,chatgpt pretty decent,lda,2,0.522318,0.083342,0.083345,0.522318,0.310996
243,37695136,Artificial Intelligence,chatgpt style workflow pcbs horizon,lda,3,0.622169,0.125002,0.125002,0.127827,0.622169
244,37693558,Artificial Intelligence,seen anybody refer chatgpt code codegen,lda,3,0.45803,0.051609,0.439675,0.050686,0.45803
245,37681016,Artificial Intelligence,day using chatgpt,lda,2,0.632829,0.064647,0.062515,0.632829,0.240008
246,37695952,Artificial Intelligence,whisper openai works great,lda,2,0.811199,0.063041,0.062745,0.811199,0.063015
247,37693322,Artificial Intelligence,open ai api using read pdfs,lda,2,0.872005,0.042357,0.041677,0.872005,0.043961
248,37681764,Artificial Intelligence,openai crawlers really paid attention people robots txts,lda,2,0.868598,0.043723,0.043307,0.868598,0.044372
249,37676648,Artificial Intelligence,openai employees unloading moment peak ai hype,lda,2,0.874275,0.041799,0.041948,0.874275,0.041978
250,37674094,Artificial Intelligence,ask openai higher limits,lda,3,0.845523,0.050022,0.050715,0.05374,0.845523
251,37662846,Artificial Intelligence,openai offers different llms,lda,2,0.80801,0.062527,0.064202,0.80801,0.065261
252,37660988,Artificial Intelligence,quora boss seats open ai board,lda,3,0.840026,0.051297,0.050015,0.058662,0.840026
253,37658835,Artificial Intelligence,quora ceo openai board,lda,3,0.807383,0.062516,0.06252,0.067581,0.807383
254,48741668,Cryptocurrency,obvious falsehood bitcoin ai,lda,0,0.795761,0.795761,0.064191,0.073922,0.066126
255,48718296,Cryptocurrency,ethereum believe bitcoin sold lot gpus,lda,0,0.671291,0.671291,0.037133,0.03639,0.255187
256,48699643,Cryptocurrency,2016 harddrive bitcoins 2026 harddrive bitcoins,lda,0,0.805061,0.805061,0.062543,0.063159,0.069237
257,48694469,Cryptocurrency,does owning bitcoins let run powerful llm,lda,2,0.887608,0.038077,0.036168,0.887608,0.038147
258,48649214,Cryptocurrency,faster increasing block size limit bitcoin,lda,2,0.834557,0.060223,0.053167,0.834557,0.052052
259,48645097,Cryptocurrency,course include bitcoin right right,lda,0,0.872044,0.872044,0.043209,0.042695,0.042052
260,48643025,Cryptocurrency,global stock market outperforming bitcoin,lda,0,0.846993,0.846993,0.051566,0.05108,0.050361
261,48716026,Cryptocurrency,ethereum mining,lda,0,0.748887,0.748887,0.084426,0.083342,0.083345
262,48646134,Cryptocurrency,migration certain prominent projects underway e g ethereum,lda,0,0.80887,0.80887,0.064404,0.06415,0.062576
263,48501229,Cryptocurrency,especially asking ethereum,lda,0,0.498746,0.498746,0.374803,0.063169,0.063281
264,48660732,Cryptocurrency,let forget cryptocurrency play libra,lda,3,0.870374,0.04305,0.041881,0.044695,0.870374
265,48655511,Cryptocurrency,crypto short cryptography context cryptocurrency,lda,1,0.491635,0.206636,0.491635,0.257657,0.044072
266,48648998,Cryptocurrency,happened facebook cryptocurrency,lda,0,0.808396,0.808396,0.065686,0.062526,0.063392
267,48648738,Cryptocurrency,just directed cats make cryptocurrency,lda,3,0.804373,0.067649,0.064156,0.063823,0.804373
268,48643097,Cryptocurrency,cryptocurrency long people using marketing,lda,0,0.86908,0.86908,0.042944,0.043267,0.044708
269,48585856,Cryptocurrency,anubis cryptocurrency miner,lda,0,0.617872,0.617872,0.125005,0.125005,0.132118
270,48512703,Cryptocurrency,good thing corrupt gerontocrats cryptocurrency,lda,3,0.558263,0.06704,0.062509,0.312187,0.558263
271,48767484,Cryptocurrency,cryptography engineers excluded lazy sysadmins,lda,1,0.810761,0.063681,0.810761,0.063011,0.062547
272,48750846,Cryptocurrency,conceptually sure crypto really,lda,1,0.804049,0.062515,0.804049,0.064665,0.068772
273,48749527,Cryptocurrency,io research active field cryptography,lda,1,0.847611,0.050495,0.847611,0.050533,0.051361
274,48743652,Cryptocurrency,cryptography example essentially math cs,lda,1,0.84553,0.052741,0.84553,0.051675,0.050054
275,48743512,Cryptocurrency,crypto know money really,lda,1,0.84621,0.050285,0.84621,0.052043,0.051462
276,48738705,Cryptocurrency,explain crypto money russian bribes,lda,1,0.845905,0.050028,0.845905,0.05403,0.050037
277,48738306,Cryptocurrency,fascists promote crypto values fucked,lda,1,0.624992,0.125002,0.624992,0.125002,0.125003
278,48749831,Cryptocurrency,blockchain developers thing,lda,3,0.811825,0.063159,0.062508,0.062507,0.811825
279,48682441,Cryptocurrency,author better read blockchains ai safety,lda,2,0.591644,0.307297,0.050142,0.591644,0.050917
280,48662488,Cryptocurrency,long island iced tea famous blockchain technology,lda,0,0.736844,0.736844,0.086298,0.084091,0.092767
281,48647899,Cryptocurrency,cdbc doesn necessarily imply blockchain just payments,lda,3,0.872556,0.042554,0.042389,0.042501,0.872556
282,48569615,Cryptocurrency,worse blockchain,lda,0,0.736098,0.736098,0.08768,0.083392,0.092831
283,48509350,Cryptocurrency,itt hacker news rebuilds blockchain scratch,lda,3,0.810773,0.063151,0.062516,0.06356,0.810773
284,48488051,Cryptocurrency,store indices blockchain,lda,3,0.746077,0.087173,0.083377,0.083372,0.746077
285,48417368,Cryptocurrency,payment systems centralized blockchain based ones,lda,3,0.873756,0.0423,0.041868,0.042076,0.873756
286,47547336,Cryptocurrency,hey claude research write paper breaking bitcoin,lda,3,0.888099,0.037512,0.038055,0.036334,0.888099
287,47541758,Cryptocurrency,unfortunately bitcoins don leak storage tanks,lda,0,0.872348,0.872348,0.042206,0.042397,0.043049
288,47541748,Cryptocurrency,energy buy bitcoin 2011,lda,0,0.810979,0.810979,0.063197,0.062747,0.063076
289,47527660,Cryptocurrency,euro gold bitcoin currency baskets,lda,1,0.514717,0.067689,0.514717,0.353335,0.064259
290,47460751,Cryptocurrency,late bitcoin buy,lda,0,0.810252,0.810252,0.063212,0.063442,0.063094
291,47455359,Cryptocurrency,opinion opinion really relevant bitcoin,lda,2,0.863594,0.048441,0.044096,0.863594,0.043869
292,47454674,Cryptocurrency,bitcoin white paper released 2008,lda,3,0.806012,0.066605,0.064276,0.063107,0.806012
293,47454630,Cryptocurrency,bitcoin didn win didn win useless,lda,3,0.871603,0.044168,0.042328,0.041901,0.871603
294,47593311,Cryptocurrency,ethereum new site pq research,lda,0,0.847052,0.847052,0.051493,0.050962,0.050493
295,47364722,Cryptocurrency,ethereum classic ethereum matter clear,lda,0,0.872445,0.872445,0.042358,0.041691,0.043506
296,46932393,Cryptocurrency,ethereum similar ewaste problem,lda,0,0.562718,0.562718,0.064642,0.310111,0.06253
297,46799545,Cryptocurrency,gas transaction fees ethereum fitting,lda,0,0.56223,0.56223,0.06252,0.062518,0.312733
298,47531362,Cryptocurrency,cryptocurrency gambling,lda,0,0.744443,0.744443,0.083398,0.086854,0.085305
299,47381059,Cryptocurrency,libra cryptocurrency project example,lda,0,0.843728,0.843728,0.052361,0.050047,0.053864
300,47131387,Cryptocurrency,currency cryptocurrency lie,lda,1,0.416323,0.412239,0.416323,0.083347,0.088091
301,47127822,Cryptocurrency,depends cryptocurrency used doesn,lda,0,0.478921,0.478921,0.063647,0.068747,0.388685
302,47097738,Cryptocurrency,imagine proof space cryptocurrency encouraged archiving long tail data,lda,1,0.550957,0.375843,0.550957,0.035834,0.037366
303,47081062,Cryptocurrency,isn brave web browser based idea using cryptocurrency,lda,3,0.779102,0.03128,0.161306,0.028312,0.779102
304,46917869,Cryptocurrency,alternative explanation cryptocurrency actually true,lda,0,0.563478,0.563478,0.307874,0.062527,0.066121
305,47573594,Cryptocurrency,drop democratic just invented crypto church,lda,1,0.846326,0.05177,0.846326,0.051016,0.050887
306,47546908,Cryptocurrency,omit leading cryptographer field,lda,1,0.624851,0.12504,0.624851,0.125052,0.125057
307,47544436,Cryptocurrency,read applied cryptography know definitely hose,lda,2,0.867768,0.042428,0.047379,0.867768,0.042424
308,47539441,Cryptocurrency,block booking crypto trades revenue,lda,1,0.741536,0.083376,0.741536,0.091694,0.083394
309,47498724,Cryptocurrency,crypto invest crime doing crime,lda,1,0.848776,0.050873,0.848776,0.050337,0.050014
310,47516115,Cryptocurrency,long blockchain corp remembers 1 1,lda,0,0.736844,0.736844,0.086298,0.084091,0.092767
311,47515076,Cryptocurrency,buy combo good ol blockchain perfume,lda,0,0.555538,0.555538,0.062512,0.312423,0.069528
312,47507783,Cryptocurrency,feels like blockchain,lda,0,0.808461,0.808461,0.062515,0.062858,0.066166
313,47504503,Cryptocurrency,absolulety right blockchain prevented accident,lda,0,0.735755,0.735755,0.086616,0.085011,0.092618
314,47497074,Cryptocurrency,blockchains nowadays proof work anymore,lda,3,0.840909,0.058588,0.050145,0.050358,0.840909
315,47457981,Cryptocurrency,just use blockchain hash random tick,lda,3,0.808239,0.064944,0.063909,0.062908,0.808239
316,47317576,Cryptocurrency,fair really annoying blockchain,lda,3,0.807892,0.063162,0.065242,0.063703,0.807892
317,47295337,Cryptocurrency,ai powered metaverse blockchain,lda,3,0.839978,0.052507,0.050025,0.05749,0.839978
318,46440918,Cryptocurrency,orders magnitude efficient bitcoin,lda,1,0.73836,0.09132,0.73836,0.084392,0.085928
319,46432302,Cryptocurrency,use bitcoin,lda,3,0.734184,0.093985,0.087247,0.084584,0.734184
320,46391495,Cryptocurrency,bitcoin site people don write code,lda,3,0.386167,0.31403,0.263581,0.036222,0.386167
321,46377292,Cryptocurrency,want 5 bitcoin,lda,2,0.499595,0.326384,0.087399,0.499595,0.086622
322,46363074,Cryptocurrency,electricity doing computer things building bitcoin blocks,lda,1,0.889683,0.037422,0.889683,0.03637,0.036526
323,46362541,Cryptocurrency,government tax bitcoin mining servers 1000 tax,lda,0,0.889749,0.889749,0.036575,0.036335,0.037342
324,46194765,Cryptocurrency,ethereum useful,lda,0,0.417432,0.417432,0.083356,0.083353,0.415859
325,45944917,Cryptocurrency,coreweave did ethereum preparation proof stake transition,lda,0,0.847709,0.847709,0.050453,0.051293,0.050545
326,45910954,Cryptocurrency,entered chat,lda,2,0.624742,0.12507,0.125087,0.624742,0.125102
327,46439461,Cryptocurrency,illegal attack cryptocurrency,lda,3,0.807165,0.067808,0.062514,0.062514,0.807165
328,46404112,Cryptocurrency,non traditional reserve currencies cryptocurrency,lda,0,0.747572,0.747572,0.083862,0.083344,0.085223
329,46359615,Cryptocurrency,did miss cryptocurrency slop social graph slop,lda,0,0.847165,0.847165,0.050977,0.051329,0.050529
330,46302446,Cryptocurrency,yeah straight cryptocurrency trash heap,lda,3,0.742693,0.089494,0.08446,0.083353,0.742693
331,46287175,Cryptocurrency,add crypto currency payment option,lda,1,0.840088,0.055719,0.840088,0.050029,0.054164
332,46281868,Cryptocurrency,small payment cryptocurrency,lda,0,0.554811,0.554811,0.06374,0.312192,0.069257
333,46240693,Cryptocurrency,thing stablecoin cryptocurrency,lda,3,0.743934,0.089387,0.08334,0.083339,0.743934
334,46431403,Cryptocurrency,guess crypto exodus ai paying,lda,2,0.622433,0.050281,0.276323,0.622433,0.050963
335,46431385,Cryptocurrency,crypto bros switched ai,lda,1,0.554069,0.070827,0.554069,0.31161,0.063494
336,46429852,Cryptocurrency,use case crypto larping dammit don need use case,lda,3,0.638051,0.031856,0.298762,0.031331,0.638051
337,46423112,Cryptocurrency,decided crypto mining expensive guess,lda,1,0.845184,0.052564,0.845184,0.052229,0.050024
338,46363221,Cryptocurrency,solve crypto sudokus say lot,lda,1,0.847514,0.052281,0.847514,0.050192,0.050013
339,46410150,Cryptocurrency,blockchain cloud support,lda,3,0.810708,0.063608,0.062513,0.063171,0.810708
340,46397180,Cryptocurrency,git uses blockchain lol,lda,2,0.476744,0.064199,0.062529,0.476744,0.396528
341,46374609,Cryptocurrency,support defi blockchain,lda,3,0.747176,0.084713,0.083347,0.084764,0.747176
342,46200037,Cryptocurrency,stake secures blockchain doesn waste energy,lda,0,0.629692,0.629692,0.044131,0.042646,0.283531
343,46195399,Cryptocurrency,tempo users blockchains combined,lda,0,0.848268,0.848268,0.050036,0.050929,0.050766
344,46189227,Cryptocurrency,yes called oracle blockchain,lda,3,0.497753,0.063722,0.063624,0.374901,0.497753
345,46188440,Cryptocurrency,describing transparency log doesn require blockchain,lda,3,0.810809,0.063142,0.062937,0.063113,0.810809
346,45426549,Cryptocurrency,looks little bit bitcoin nft crypto web3 time,lda,1,0.88744,0.040182,0.88744,0.03586,0.036518
347,45418418,Cryptocurrency,bitcoin public private address,lda,1,0.807513,0.06578,0.807513,0.063007,0.0637
348,45410751,Cryptocurrency,market demands bitcoin miners provide,lda,0,0.847497,0.847497,0.051969,0.050167,0.050367
349,45393767,Cryptocurrency,unfortunately bitcoin strong ties planet burning coin community,lda,2,0.886553,0.039099,0.037701,0.886553,0.036646
350,45352917,Cryptocurrency,bitcoin decentralized,lda,0,0.746684,0.746684,0.084854,0.083871,0.08459
351,45310481,Cryptocurrency,bitcoin maxis like right far right,lda,0,0.872368,0.872368,0.0432,0.042535,0.041897
352,45308277,Cryptocurrency,nip01 defines use secp256k1 bitcoin,lda,3,0.734184,0.093985,0.087247,0.084584,0.734184
353,45134539,Cryptocurrency,blockchain based ethereum,lda,3,0.500899,0.372056,0.062513,0.064532,0.500899
354,45131943,Cryptocurrency,don think ethereum allows validators orphan blocks,lda,0,0.871995,0.871995,0.042954,0.041683,0.043368
355,45131615,Cryptocurrency,definitely eth tempo replaces ethereum,lda,0,0.845789,0.845789,0.052178,0.051995,0.050038
356,45130258,Cryptocurrency,private ethereum instance right,lda,0,0.438307,0.438307,0.435795,0.063373,0.062525
357,44997332,Cryptocurrency,echidna ethereum smart contract fuzzer,lda,0,0.749911,0.749911,0.083362,0.083359,0.083368
358,44570224,Cryptocurrency,ethereum algorand alternatives low fees,lda,0,0.811903,0.811903,0.062512,0.063064,0.062521
359,44529932,Cryptocurrency,mean ethereum conflating things,lda,0,0.802273,0.802273,0.071339,0.06252,0.063868
360,45399472,Cryptocurrency,mean like cryptocurrency bros naming web 3 0,lda,0,0.891736,0.891736,0.036042,0.035818,0.036404
361,45348852,Cryptocurrency,built crypto currency,lda,1,0.810686,0.062522,0.810686,0.062524,0.064268
362,45280489,Cryptocurrency,blender valuable humanity cryptocurrencies,lda,0,0.616463,0.616463,0.125031,0.125026,0.13348
363,45170370,Cryptocurrency,cryptocurrency nfts ai ruined gpu market,lda,0,0.843987,0.843987,0.050011,0.054768,0.051234
364,44988650,Cryptocurrency,cryptocurrency did lose shirt,lda,0,0.742915,0.742915,0.083342,0.088552,0.085191
365,44943041,Cryptocurrency,nah cryptography seriously held cryptocurrency,lda,1,0.48384,0.387803,0.48384,0.063444,0.064914
366,44920905,Cryptocurrency,cryptocurrency bitcoin monero solved issue decade,lda,0,0.846432,0.846432,0.051585,0.051087,0.050896
367,44885515,Cryptocurrency,oh add cryptocurrencies nfts list,lda,0,0.848329,0.848329,0.05029,0.050016,0.051365
368,45430682,Cryptocurrency,time buy trump crypto,lda,1,0.651405,0.248556,0.651405,0.050017,0.050022
369,45428396,Cryptocurrency,sure believe crypto currency,lda,1,0.846435,0.050316,0.846435,0.05038,0.05287
370,45427247,Cryptocurrency,2021 wanted work crypto web3,lda,1,0.864009,0.041688,0.864009,0.043377,0.050925
371,45403293,Cryptocurrency,crypto theoretically ceiling,lda,1,0.624992,0.125002,0.624992,0.125002,0.125003
372,45401136,Cryptocurrency,tl dr crypto grift posing art,lda,1,0.812435,0.062519,0.812435,0.062519,0.062526
373,45424639,Cryptocurrency,like blockchain nfts,lda,0,0.808482,0.808482,0.06251,0.062853,0.066154
374,45401058,Cryptocurrency,people waiting gpus cheap blockchain bubble,lda,3,0.848248,0.050854,0.050564,0.050335,0.848248
375,45388992,Cryptocurrency,dns blockchain,lda,3,0.619879,0.130114,0.125004,0.125003,0.619879
376,45381254,Cryptocurrency,want reinvent flattr time blockchain,lda,1,0.314864,0.065066,0.314864,0.306313,0.313757
377,45352884,Cryptocurrency,isnt speed blockchain rediculously slow,lda,0,0.807984,0.807984,0.063284,0.062525,0.066207
378,45351114,Cryptocurrency,blockchains fees super low like solana,lda,0,0.892484,0.892484,0.035726,0.035975,0.035815
379,45350302,Cryptocurrency,interesting does work 10 secs blockchain close tab,lda,3,0.891348,0.036462,0.036095,0.036096,0.891348
380,44427524,Cryptocurrency,actually understands bitcoin thread,lda,0,0.810953,0.810953,0.063205,0.062755,0.063087
381,44426648,Cryptocurrency,buy backhoe bitcoin,lda,0,0.746759,0.746759,0.084829,0.083852,0.084561
382,44415758,Cryptocurrency,bought bitcoin lot just saying,lda,0,0.846549,0.846549,0.05195,0.050369,0.051132
383,44377899,Cryptocurrency,facebook palantir bitcoin pretty dire tbh,lda,1,0.508236,0.070695,0.508236,0.356096,0.064973
384,44356017,Cryptocurrency,golden opportunity bitcoin miners aws,lda,0,0.808631,0.808631,0.063766,0.06448,0.063123
385,44354814,Cryptocurrency,needs ton bitcoin,lda,0,0.613131,0.613131,0.130601,0.126786,0.129481
386,44348867,Cryptocurrency,bitcoin original purpose savings platform,lda,0,0.847857,0.847857,0.051609,0.050167,0.050366
387,44415585,Cryptocurrency,ethereum service ens,lda,0,0.741911,0.741911,0.087691,0.086989,0.083409
388,44144815,Cryptocurrency,ethereum 1e18 1 wei,lda,0,0.624988,0.624988,0.125004,0.125003,0.125005
389,43697862,Cryptocurrency,known ethereum forked dao debacle,lda,0,0.746294,0.746294,0.083397,0.086901,0.083408
390,43568518,Cryptocurrency,wasn implementation bancor attempted ethereum,lda,0,0.745521,0.745521,0.087681,0.083389,0.083408
391,43542455,Cryptocurrency,ethereum foundation jive,lda,0,0.749911,0.749911,0.083362,0.083359,0.083368
392,44331685,Cryptocurrency,demand payment cryptocurrency,lda,0,0.806452,0.806452,0.063298,0.064125,0.066125
393,44228152,Cryptocurrency,keys crypto just cryptocurrencies anymore,lda,3,0.457493,0.044491,0.456166,0.04185,0.457493
394,44119213,Cryptocurrency,work applied cryptography xmr preferred cryptocurrency,lda,2,0.518,0.055071,0.056846,0.518,0.370084
395,44113781,Cryptocurrency,need oblivious crypto currency mining algorithm,lda,1,0.846908,0.053072,0.846908,0.050008,0.050012
396,44086246,Cryptocurrency,cryptocurrency bullshit,lda,0,0.617872,0.617872,0.125005,0.125005,0.132118
397,44058783,Cryptocurrency,cryptocurrency powered mining business,lda,0,0.844345,0.844345,0.050326,0.050915,0.054413
398,44025064,Cryptocurrency,course cryptocurrency mugger couldn drain investment accounts,lda,0,0.873651,0.873651,0.042369,0.041957,0.042022
399,44020665,Cryptocurrency,saying cryptocurrency remains solution search problem,lda,0,0.561219,0.561219,0.036218,0.365542,0.037021
400,44422952,Cryptocurrency,curious projects use rust crypto,lda,1,0.645597,0.050946,0.645597,0.051021,0.252435
401,44411518,Cryptocurrency,sadly lot money crypto grift,lda,1,0.873279,0.042894,0.873279,0.042146,0.041682
402,44398086,Cryptocurrency,quick need new cryptonomicon space,lda,1,0.510094,0.361358,0.510094,0.065438,0.06311
403,44393371,Cryptocurrency,alright llm crypto make waste minuscule,lda,1,0.49219,0.051318,0.49219,0.403407,0.053085
404,44388114,Cryptocurrency,people buying crypto gain buying crypto,lda,1,0.891389,0.036019,0.891389,0.036295,0.036297
405,44355360,Cryptocurrency,tradfi version keys crypto,lda,1,0.562576,0.062524,0.562576,0.062526,0.312374
406,44334334,Cryptocurrency,alive blockchain,lda,3,0.619879,0.130114,0.125004,0.125003,0.619879
407,44275549,Cryptocurrency,blockchain does,lda,3,0.74585,0.085768,0.083338,0.085044,0.74585
408,44240434,Cryptocurrency,wait ai generated virtual worlds blockchain,lda,2,0.698242,0.044729,0.041692,0.698242,0.215336
409,44169185,Cryptocurrency,just like blockchain smart contracts web 3 0 future,lda,0,0.89056,0.89056,0.036185,0.036096,0.037159
410,44141778,Cryptocurrency,does use blockchain,lda,3,0.810582,0.063618,0.062503,0.063297,0.810582
411,44096727,Cryptocurrency,far come hn shouting blockchain usecase,lda,0,0.530676,0.530676,0.050809,0.050029,0.368487
412,43489755,Cryptocurrency,like hydrogen bitcoin larger scale aluminum,lda,0,0.808477,0.808477,0.06528,0.063132,0.063112
413,43478432,Cryptocurrency,involve mining bitcoin,lda,0,0.745382,0.745382,0.086198,0.083855,0.084565
414,43468097,Cryptocurrency,yes revalue gold buy bitcoin,lda,2,0.484956,0.413007,0.051355,0.484956,0.050681
415,43447248,Cryptocurrency,convert bitcoin fiat send away,lda,1,0.803999,0.065788,0.803999,0.064362,0.065852
416,43422781,Cryptocurrency,close finding clear use case bitcoin,lda,3,0.890367,0.037014,0.036534,0.036085,0.890367
417,43192117,Cryptocurrency,fork ethereum like time,lda,0,0.562446,0.562446,0.311992,0.063053,0.062509
418,43127421,Cryptocurrency,wondered joke ethereum,lda,0,0.624988,0.624988,0.125004,0.125003,0.125005
419,43060582,Cryptocurrency,bitcoin ethereum pump dump scheme,lda,0,0.746779,0.746779,0.084821,0.083846,0.084554
420,42925658,Cryptocurrency,daily usage bitcoin simply inferior ethereum blockchains,lda,0,0.598235,0.598235,0.036008,0.329654,0.036103
421,42832570,Cryptocurrency,sounds like interested ethereum,lda,0,0.532395,0.532395,0.062507,0.342589,0.062509
422,43478454,Cryptocurrency,force bots cryptocurrency,lda,0,0.414721,0.414721,0.083395,0.413753,0.088132
423,43450273,Cryptocurrency,sounds lot like cryptocurrency exchanges,lda,0,0.634333,0.634333,0.05055,0.264403,0.050714
424,43439266,Cryptocurrency,handle crypto currency thankfully,lda,1,0.811164,0.062522,0.811164,0.063782,0.062532
425,43396923,Cryptocurrency,crpto bitcoin cryptocurrency worth salt asci resistant,lda,0,0.744593,0.744593,0.08482,0.083849,0.086739
426,43291092,Cryptocurrency,untraceable cryptocurrency keeping cash characteristics,lda,0,0.848071,0.848071,0.050034,0.05004,0.051855
427,43291043,Cryptocurrency,yes cryptocurrencies characteristics cash,lda,0,0.64976,0.64976,0.051238,0.248173,0.050829
428,43288657,Cryptocurrency,cryptocurrency definition,lda,0,0.741669,0.741669,0.083363,0.089707,0.085261
429,43258147,Cryptocurrency,prefer use browser doesn cryptocurrency nonsense built,lda,3,0.890947,0.036995,0.036168,0.035891,0.890947
430,43529795,Cryptocurrency,assume cryptographic code somewhat audited thomas ptacek,lda,1,0.41957,0.408955,0.41957,0.08805,0.083425
431,43528340,Cryptocurrency,cryptoquant clone geography specific features tailored banking clients,lda,3,0.812434,0.06252,0.062525,0.062522,0.812434
432,43527288,Cryptocurrency,crypto tool,lda,1,0.743424,0.085862,0.743424,0.083379,0.087336
433,43525838,Cryptocurrency,isn crypto sketchier private equity,lda,1,0.812474,0.062508,0.812474,0.062508,0.062511
434,43512062,Cryptocurrency,crypto does exempt kyc aml requirements,lda,1,0.56192,0.064113,0.56192,0.065838,0.308129
435,43511066,Cryptocurrency,trump pardoning obvious crypto scammers,lda,1,0.845961,0.051411,0.845961,0.050031,0.052597
436,43510982,Cryptocurrency,crypto going banks,lda,1,0.806486,0.063625,0.806486,0.062528,0.067361
437,43510879,Cryptocurrency,remember entire point crypto avoid banks,lda,1,0.871764,0.043343,0.871764,0.04203,0.042863
438,43500259,Cryptocurrency,blockchain stay dont kid,lda,3,0.619879,0.130114,0.125004,0.125003,0.619879
439,43482764,Cryptocurrency,need ai like need blockchain,lda,0,0.866651,0.866651,0.045098,0.044741,0.043511
440,43472341,Cryptocurrency,great think blockchain better,lda,0,0.548514,0.548514,0.050575,0.345883,0.055028
441,43440496,Cryptocurrency,blockchain,lda,3,0.619879,0.130114,0.125004,0.125003,0.619879
442,43400044,Cryptocurrency,does blockchain use case implementing version control systems,lda,3,0.905322,0.031471,0.031257,0.031949,0.905322
443,43376164,Cryptocurrency,gamification trusted computing semantic web big data blockchain nlp metaverse iot,lda,0,0.559144,0.559144,0.383067,0.028205,0.029584
444,43361808,Cryptocurrency,just thought blockchain bros couldn lower,lda,0,0.870021,0.870021,0.043254,0.041823,0.044902
445,42559938,Cryptocurrency,fortunately bitcoin trustless,lda,0,0.74668,0.74668,0.084855,0.083875,0.08459
446,42520377,Cryptocurrency,gold bitcoin creating fallout shelter learning garden hunt fish,lda,2,0.83768,0.057117,0.053173,0.83768,0.05203
447,42476433,Cryptocurrency,bitcoin isn infinitely divisible smaller satoshi,lda,1,0.738462,0.091268,0.738462,0.084372,0.085898
448,42476368,Cryptocurrency,basically ransomware paid bitcoin,lda,3,0.537513,0.360279,0.050724,0.051485,0.537513
449,42470747,Cryptocurrency,finally real world use case bitcoin,lda,3,0.889464,0.03744,0.036331,0.036765,0.889464
450,42463564,Cryptocurrency,likely using imf loan buy bitcoin,lda,0,0.845607,0.845607,0.050414,0.051804,0.052175
451,42404033,Cryptocurrency,bitcoin dramatically fall 250k heights 600k,lda,1,0.738356,0.091324,0.738356,0.084392,0.085928
452,42486004,Cryptocurrency,miners ethereum years,lda,0,0.810786,0.810786,0.062987,0.06285,0.063376
453,42484279,Cryptocurrency,processing entire history ethereum instead,lda,0,0.871968,0.871968,0.041957,0.042244,0.043831
454,42294335,Cryptocurrency,ethereum state store database,lda,0,0.806803,0.806803,0.062561,0.062553,0.068083
455,42147299,Cryptocurrency,ethereum widely adopted vastly robust decentralized,lda,0,0.812414,0.812414,0.062528,0.062524,0.062534
456,42517142,Cryptocurrency,use case cryptocurrency working international sanctions,lda,3,0.84383,0.051454,0.054627,0.05009,0.84383
457,42451282,Cryptocurrency,gonna love new cryptocurrency hotbabesinyourareacoin,lda,0,0.809097,0.809097,0.062513,0.063438,0.064952
458,42367188,Cryptocurrency,solana validators perform cryptocurrency mining,lda,0,0.849151,0.849151,0.050316,0.050016,0.050516
459,42357883,Cryptocurrency,useful outside cryptocurrency crap,lda,3,0.743913,0.089398,0.083345,0.083344,0.743913
460,42259648,Cryptocurrency,tolling cryptocurrencies absurdly high,lda,0,0.740635,0.740635,0.083405,0.083395,0.092565
461,41953482,Cryptocurrency,cryptocurrency city scammers come,lda,3,0.847069,0.052192,0.050716,0.050024,0.847069
462,41806151,Cryptocurrency,course problem cryptocurrency won solve,lda,0,0.844834,0.844834,0.054224,0.050427,0.050515
463,41749452,Cryptocurrency,think cryptocurrencies mystery alluring endlessly fascinating,lda,0,0.746087,0.746087,0.083347,0.083344,0.087222
464,42562230,Cryptocurrency,brokers allow short crypto,lda,1,0.748401,0.083355,0.748401,0.084871,0.083373
465,42554595,Cryptocurrency,crypto ecosystem heavily saturated fraud crime,lda,1,0.811745,0.063214,0.811745,0.062516,0.062525
466,42551664,Cryptocurrency,simple actually crypto involved,lda,0,0.561047,0.561047,0.313897,0.062524,0.062532
